,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
39,1,0,Apasi gk jls sinyal udah kenceng internet jg kenceng tp sering muter muter gk jls dri aplikasinya jdi terganggu buat nnton,apasi gk jls sinyal udah kenceng internet jg kenceng tp sering muter muter gk jls dri aplikasinya jdi terganggu buat nnton,apasi gk jls sinyal udah kenceng internet jg kenceng tp sering muter muter gk jls dri aplikasinya jdi terganggu buat nnton,apasi gk jls sinyal udah kenceng internet jg kenceng tp sering muter muter gk jls dri aplikasinya jdi terganggu buat nnton,apasi gk jls sinyal udah kenceng internet jg kenceng tp sering muter muter gk jls dri aplikasinya jdi terganggu buat nnton,"['apasi', 'gk', 'jls', 'sinyal', 'udah', 'kenceng', 'internet', 'jg', 'kenceng', 'tp', 'sering', 'muter', 'muter', 'gk', 'jls', 'dri', 'aplikasinya', 'jdi', 'terganggu', 'buat', 'nnton']","['tidak', 'jelas', 'sinyal', 'udah', 'kencang', 'internet', 'juga', 'kencang', 'tapi', 'berputar', 'berputar', 'tidak', 'jelas', 'dari', 'aplikasinya', 'jadi', 'terganggu', 'nonton']","['gk', 'jls', 'sinyal', 'udah', 'kenceng', 'internet', 'jg', 'kenceng', 'tp', 'muter', 'muter', 'gk', 'jls', 'dri', 'aplikasinya', 'jdi', 'terganggu', 'nnton']","['tidak', 'jelas', 'sinyal', 'udah', 'kencang', 'internet', 'juga', 'kencang', 'tapi', 'putar', 'putar', 'tidak', 'jelas', 'dari', 'aplikasi', 'jadi', 'ganggu', 'nonton']",tidak jelas sinyal udah kencang internet juga kencang tapi putar putar tidak jelas dari aplikasi jadi ganggu nonton
40,1,0,"Sunggu sangat mengecewakan..saya mau perpanjang paket platimum..tapi gagal terus,&perbaiki dulu lah jaringannya..sering banget gak bisa dibuka paketannya..apalagi kalo mau nonton liga inggris..gak bisa diputar..sangat mengecewakan sekali..sangat menyesal saya berlangganan vidio","sunggu sangat mengecewakan..saya mau perpanjang paket platimum..tapi gagal terus,&perbaiki dulu lah jaringannya..sering banget gak bisa dibuka paketannya..apalagi kalo mau nonton liga inggris..gak bisa diputar..sangat mengecewakan sekali..sangat menyesal saya berlangganan vidio",sunggu sangat mengecewakan  saya mau perpanjang paket platimum  tapi gagal terus &perbaiki dulu lah jaringannya  sering banget gak bisa dibuka paketannya  apalagi kalo mau nonton liga inggris  gak bisa diputar  sangat mengecewakan sekali  sangat menyesal saya berlangganan vidio,sunggu sangat mengecewakan  saya mau perpanjang paket platimum  tapi gagal terus &perbaiki dulu lah jaringannya  sering banget gak bisa dibuka paketannya  apalagi kalo mau nonton liga inggris  gak bisa diputar  sangat mengecewakan sekali  sangat menyesal saya berlangganan vidio,sunggu sangat mengecewakan  saya mau perpanjang paket platimum  tapi gagal terus &perbaiki dulu lah jaringannya  sering banget gak bisa dibuka paketannya  apalagi kalo mau nonton liga inggris  gak bisa diputar  sangat mengecewakan sekali  sangat menyesal saya berlangganan vidio,"['sunggu', 'sangat', 'mengecewakan', 'saya', 'mau', 'perpanjang', 'paket', 'platimum', 'tapi', 'gagal', 'terus', '&', 'perbaiki', 'dulu', 'lah', 'jaringannya', 'sering', 'banget', 'gak', 'bisa', 'dibuka', 'paketannya', 'apalagi', 'kalo', 'mau', 'nonton', 'liga', 'inggris', 'gak', 'bisa', 'diputar', 'sangat', 'mengecewakan', 'sekali', 'sangat', 'menyesal', 'saya', 'berlangganan', 'vidio']","['sungguh', 'mengecewakan', 'perpanjang', 'gagal', 'perbaiki', 'jaringannya', 'tidak', 'dibuka', 'paketannya', 'kalo', 'nonton', 'inggris', 'tidak', 'diputar', 'mengecewakan', 'menyesal', 'berlangganan', 'vidio']","['sunggu', 'mengecewakan', 'perpanjang', 'gagal', 'perbaiki', 'jaringannya', 'gak', 'dibuka', 'paketannya', 'kalo', 'nonton', 'inggris', 'gak', 'diputar', 'mengecewakan', 'menyesal', 'berlangganan', 'vidio']","['sungguh', 'kecewa', 'panjang', 'gagal', 'baik', 'jaring', 'tidak', 'buka', 'paket', 'kalo', 'nonton', 'inggris', 'tidak', 'putar', 'kecewa', 'sesal', 'langgan', 'vidio']",sungguh kecewa panjang gagal baik jaring tidak buka paket kalo nonton inggris tidak putar kecewa sesal langgan vidio
41,1,0,Versi terbaru loading lama,versi terbaru loading lama,versi terbaru loading lama,versi terbaru loading lama,versi terbaru loading lama,"['versi', 'terbaru', 'loading', 'lama']","['versi', 'terbaru', 'memuat']","['versi', 'terbaru', 'loading']","['versi', 'baru', 'muat']",versi baru muat
42,1,0,"Gw ga suka iklan dari Vidio seperti open bo,scandal 2,pokoknya yang ada konten dewasa.Apalagi klu nontonnya di tv bareng keluarga,gimana?","gw ga suka iklan dari vidio seperti open bo,scandal 2,pokoknya yang ada konten dewasa.apalagi klu nontonnya di tv bareng keluarga,gimana?",gw ga suka iklan dari vidio seperti open bo scandal   pokoknya yang ada konten dewasa apalagi klu nontonnya di tv bareng keluarga gimana,gw ga suka iklan dari vidio seperti open bo scandal   pokoknya yang ada konten dewasa apalagi klu nontonnya di tv bareng keluarga gimana,gw ga suka iklan dari vidio seperti open bo scandal pokoknya yang ada konten dewasa apalagi klu nontonnya di tv bareng keluarga gimana,"['gw', 'ga', 'suka', 'iklan', 'dari', 'vidio', 'seperti', 'open', 'bo', 'scandal', 'pokoknya', 'yang', 'ada', 'konten', 'dewasa', 'apalagi', 'klu', 'nontonnya', 'di', 'tv', 'bareng', 'keluarga', 'gimana']","['saya', 'tidak', 'suka', 'iklan', 'vidio', 'scandal', 'pokoknya', 'konten', 'dewasa', 'kalau', 'nontonnya', 'bareng', 'keluarga', 'gimana']","['gw', 'ga', 'suka', 'iklan', 'vidio', 'scandal', 'pokoknya', 'konten', 'dewasa', 'klu', 'nontonnya', 'bareng', 'keluarga', 'gimana']","['saya', 'tidak', 'suka', 'iklan', 'vidio', 'scandal', 'pokok', 'konten', 'dewasa', 'kalau', 'nontonnya', 'bareng', 'keluarga', 'gimana']",saya tidak suka iklan vidio scandal pokok konten dewasa kalau nontonnya bareng keluarga gimana
43,1,0,"Aplikasi nonton suka loading lama walaupun paket premium sekalipun. Gak seperti app lain seperti hostart lancar jaya. Ia pula melihat rating update 3,7 . Mungkin kenyamanan pemakai tidak terlalu penting ketimbang uang hasil pembayaran untuk paket premium dll. NYESEL berlangganan, auto UNINSTALL APK.","aplikasi nonton suka loading lama walaupun paket premium sekalipun. gak seperti app lain seperti hostart lancar jaya. ia pula melihat rating update 3,7 . mungkin kenyamanan pemakai tidak terlalu penting ketimbang uang hasil pembayaran untuk paket premium dll. nyesel berlangganan, auto uninstall apk.",aplikasi nonton suka loading lama walaupun paket premium sekalipun  gak seperti app lain seperti hostart lancar jaya  ia pula melihat rating update       mungkin kenyamanan pemakai tidak terlalu penting ketimbang uang hasil pembayaran untuk paket premium dll  nyesel berlangganan  auto uninstall apk,aplikasi nonton suka loading lama walaupun paket premium sekalipun  gak seperti app lain seperti hostart lancar jaya  ia pula melihat rating update       mungkin kenyamanan pemakai tidak terlalu penting ketimbang uang hasil pembayaran untuk paket premium dll  nyesel berlangganan  auto uninstall apk,aplikasi nonton suka loading lama walaupun paket premium sekalipun  gak seperti app lain seperti hostart lancar jaya  ia pula melihat rating update mungkin kenyamanan pemakai tidak terlalu penting ketimbang uang hasil pembayaran untuk paket premium dll  nyesel berlangganan  auto uninstall apk,"['aplikasi', 'nonton', 'suka', 'loading', 'lama', 'walaupun', 'paket', 'premium', 'sekalipun', 'gak', 'seperti', 'app', 'lain', 'seperti', 'hostart', 'lancar', 'jaya', 'ia', 'pula', 'melihat', 'rating', 'update', 'mungkin', 'kenyamanan', 'pemakai', 'tidak', 'terlalu', 'penting', 'ketimbang', 'uang', 'hasil', 'pembayaran', 'untuk', 'paket', 'premium', 'dll', 'nyesel', 'berlangganan', 'auto', 'uninstall', 'apk']","['aplikasi', 'nonton', 'suka', 'memuat', 'tidak', 'aplikasi', 'disney+ hostar', 'lancar', 'jaya', 'peringkat', 'perbarui', 'kenyamanan', 'pemakai', 'ketimbang', 'uang', 'hasil', 'pembayaran', 'nyesel', 'berlangganan', 'otomatis', 'lepas pemasangan', 'aplikasi']","['aplikasi', 'nonton', 'suka', 'loading', 'gak', 'app', 'hostart', 'lancar', 'jaya', 'rating', 'update', 'kenyamanan', 'pemakai', 'ketimbang', 'uang', 'hasil', 'pembayaran', 'nyesel', 'berlangganan', 'auto', 'uninstall', 'apk']","['aplikasi', 'nonton', 'suka', 'muat', 'tidak', 'aplikasi', 'disney hostar', 'lancar', 'jaya', 'peringkat', 'baru', 'nyaman', 'pakai', 'ketimbang', 'uang', 'hasil', 'bayar', 'nyesel', 'langgan', 'otomatis', 'lepas pasang', 'aplikasi']",aplikasi nonton suka muat tidak aplikasi disney hostar lancar jaya peringkat baru nyaman pakai ketimbang uang hasil bayar nyesel langgan otomatis lepas pasang aplikasi
44,1,0,sudah bayar langganan paket diamond ttep saja suruh langganan lagi?? woii goblogggkkk aplikasi anjink....!!! sudah keluar duit gk bisa nnton live stream... taii...!!!,sudah bayar langganan paket diamond ttep saja suruh langganan lagi?? woii goblogggkkk aplikasi anjink....!!! sudah keluar duit gk bisa nnton live stream... taii...!!!,sudah bayar langganan paket diamond ttep saja suruh langganan lagi   woii goblogggkkk aplikasi anjink        sudah keluar duit gk bisa nnton live stream    taii,sudah bayar langganan paket diamond ttep saja suruh langganan lagi   woii goblogggkkk aplikasi anjink        sudah keluar duit gk bisa nnton live stream    taii,sudah bayar langganan paket diamond ttep saja suruh langganan lagi woii goblogk aplikasi anjink sudah keluar duit gk bisa nnton live stream taii,"['sudah', 'bayar', 'langganan', 'paket', 'diamond', 'ttep', 'saja', 'suruh', 'langganan', 'lagi', 'woii', 'goblogggkkk', 'aplikasi', 'anjink', 'sudah', 'keluar', 'duit', 'gk', 'bisa', 'nnton', 'live', 'stream', 'taii']","['langganan', 'tetap', 'suruh', 'langganan', 'goblogggkkk', 'aplikasi', 'anjing', 'duit', 'tidak', 'nonton', 'siaran', 'tai']","['langganan', 'ttep', 'suruh', 'langganan', 'goblogggkkk', 'aplikasi', 'anjink', 'duit', 'gk', 'nnton', 'stream', 'taii']","['langgan', 'tetap', 'suruh', 'langgan', 'goblogggkkk', 'aplikasi', 'anjing', 'duit', 'tidak', 'nonton', 'siar', 'tai']",langgan tetap suruh langgan goblogggkkk aplikasi anjing duit tidak nonton siar tai
45,1,0,"Baru nyobain langganan, ternyata keluhan yg sama di baca baca penilaian rating.","baru nyobain langganan, ternyata keluhan yg sama di baca baca penilaian rating.",baru nyobain langganan  ternyata keluhan yg sama di baca baca penilaian rating,baru nyobain langganan  ternyata keluhan yg sama di baca baca penilaian rating,baru nyobain langganan  ternyata keluhan yg sama di baca baca penilaian rating,"['baru', 'nyobain', 'langganan', 'ternyata', 'keluhan', 'yg', 'sama', 'di', 'baca', 'baca', 'penilaian', 'rating']","['mencoba', 'langganan', 'keluhan', 'baca', 'baca', 'penilaian', 'peringkat']","['nyobain', 'langganan', 'keluhan', 'baca', 'baca', 'penilaian', 'rating']","['coba', 'langgan', 'keluh', 'baca', 'baca', 'nilai', 'peringkat']",coba langgan keluh baca baca nilai peringkat
46,1,0,Jelek banget,jelek banget,jelek banget,jelek banget,jelek banget,"['jelek', 'banget']",['jelek'],['jelek'],['jelek'],jelek
47,1,0,Bintang 1 dulu karena tidak bisa pilih kualitas video,bintang 1 dulu karena tidak bisa pilih kualitas video,bintang   dulu karena tidak bisa pilih kualitas video,bintang   dulu karena tidak bisa pilih kualitas video,bintang dulu karena tidak bisa pilih kualitas video,"['bintang', 'dulu', 'karena', 'tidak', 'bisa', 'pilih', 'kualitas', 'video']","['bintang', 'pilih', 'kualitas']","['bintang', 'pilih', 'kualitas']","['bintang', 'pilih', 'kualitas']",bintang pilih kualitas
48,1,0,"saya kasih bintang 1, kualitas jaringan buruk, selalu error disaat streaming, provider saya jaringan bagus, buka youtube 1080 lancar jaya, ini buka aplikasi video 1080 dikit dikit error, kecewa konsumen.","saya kasih bintang 1, kualitas jaringan buruk, selalu error disaat streaming, provider saya jaringan bagus, buka youtube 1080 lancar jaya, ini buka aplikasi video 1080 dikit dikit error, kecewa konsumen.",saya kasih bintang    kualitas jaringan buruk  selalu error disaat streaming  provider saya jaringan bagus  buka youtube   lancar jaya  ini buka aplikasi video   dikit dikit error  kecewa konsumen,saya kasih bintang    kualitas jaringan buruk  selalu error disaat streaming  provider saya jaringan bagus  buka youtube   lancar jaya  ini buka aplikasi video   dikit dikit error  kecewa konsumen,saya kasih bintang kualitas jaringan buruk  selalu error disaat streaming  provider saya jaringan bagus  buka youtube lancar jaya  ini buka aplikasi video dikit dikit error  kecewa konsumen,"['saya', 'kasih', 'bintang', 'kualitas', 'jaringan', 'buruk', 'selalu', 'error', 'disaat', 'streaming', 'provider', 'saya', 'jaringan', 'bagus', 'buka', 'youtube', 'lancar', 'jaya', 'ini', 'buka', 'aplikasi', 'video', 'dikit', 'dikit', 'error', 'kecewa', 'konsumen']","['kasih', 'bintang', 'kualitas', 'buruk', 'eror', 'disaat', 'penyedia', 'bagus', 'buka', 'lancar', 'jaya', 'buka', 'aplikasi', 'dikit', 'dikit', 'eror', 'kecewa', 'konsumen']","['kasih', 'bintang', 'kualitas', 'buruk', 'error', 'disaat', 'provider', 'bagus', 'buka', 'lancar', 'jaya', 'buka', 'aplikasi', 'dikit', 'dikit', 'error', 'kecewa', 'konsumen']","['kasih', 'bintang', 'kualitas', 'buruk', 'eror', 'saat', 'sedia', 'bagus', 'buka', 'lancar', 'jaya', 'buka', 'aplikasi', 'dikit', 'dikit', 'eror', 'kecewa', 'konsumen']",kasih bintang kualitas buruk eror saat sedia bagus buka lancar jaya buka aplikasi dikit dikit eror kecewa konsumen
49,1,0,"Aplikasi aneh,baru mulai 3 detik udah gangguan","aplikasi aneh,baru mulai 3 detik udah gangguan",aplikasi aneh baru mulai   detik udah gangguan,aplikasi aneh baru mulai   detik udah gangguan,aplikasi aneh baru mulai detik udah gangguan,"['aplikasi', 'aneh', 'baru', 'mulai', 'detik', 'udah', 'gangguan']","['aplikasi', 'aneh', 'detik', 'udah', 'gangguan']","['aplikasi', 'aneh', 'detik', 'udah', 'gangguan']","['aplikasi', 'aneh', 'detik', 'udah', 'ganggu']",aplikasi aneh detik udah ganggu
50,1,0,"lambat sekali penanganannya, datang dong ke lokasi...ga bakalan berlangganan lagi","lambat sekali penanganannya, datang dong ke lokasi...ga bakalan berlangganan lagi",lambat sekali penanganannya  datang dong ke lokasi   ga bakalan berlangganan lagi,lambat sekali penanganannya  datang dong ke lokasi   ga bakalan berlangganan lagi,lambat sekali penanganannya  datang dong ke lokasi ga bakalan berlangganan lagi,"['lambat', 'sekali', 'penanganannya', 'datang', 'dong', 'ke', 'lokasi', 'ga', 'bakalan', 'berlangganan', 'lagi']","['lambat', 'penanganannya', 'lokasi', 'tidak', 'berlangganan']","['lambat', 'penanganannya', 'lokasi', 'ga', 'berlangganan']","['lambat', 'tangan', 'lokasi', 'tidak', 'langgan']",lambat tangan lokasi tidak langgan
51,1,0,udah bayar tapi gak bisa nonton. Hati hati,udah bayar tapi gak bisa nonton. hati hati,udah bayar tapi gak bisa nonton  hati hati,udah bayar tapi gak bisa nonton  hati hati,udah bayar tapi gak bisa nonton  hati hati,"['udah', 'bayar', 'tapi', 'gak', 'bisa', 'nonton', 'hati', 'hati']","['udah', 'tidak', 'nonton', 'hati', 'hati']","['udah', 'gak', 'nonton', 'hati', 'hati']","['udah', 'tidak', 'nonton', 'hati', 'hati']",udah tidak nonton hati hati
52,1,0,Udah langganan diamond tapi tiba tiba langganan hilang terus sekarang gak bisa nonton liga inggris. Aneh banget sia sia udah langganan,udah langganan diamond tapi tiba tiba langganan hilang terus sekarang gak bisa nonton liga inggris. aneh banget sia sia udah langganan,udah langganan diamond tapi tiba tiba langganan hilang terus sekarang gak bisa nonton liga inggris  aneh banget sia sia udah langganan,udah langganan diamond tapi tiba tiba langganan hilang terus sekarang gak bisa nonton liga inggris  aneh banget sia sia udah langganan,udah langganan diamond tapi tiba tiba langganan hilang terus sekarang gak bisa nonton liga inggris  aneh banget sia sia udah langganan,"['udah', 'langganan', 'diamond', 'tapi', 'tiba', 'tiba', 'langganan', 'hilang', 'terus', 'sekarang', 'gak', 'bisa', 'nonton', 'liga', 'inggris', 'aneh', 'banget', 'sia', 'sia', 'udah', 'langganan']","['udah', 'langganan', 'langganan', 'hilang', 'tidak', 'nonton', 'inggris', 'aneh', 'udah', 'langganan']","['udah', 'langganan', 'langganan', 'hilang', 'gak', 'nonton', 'inggris', 'aneh', 'udah', 'langganan']","['udah', 'langgan', 'langgan', 'hilang', 'tidak', 'nonton', 'inggris', 'aneh', 'udah', 'langgan']",udah langgan langgan hilang tidak nonton inggris aneh udah langgan
53,1,0,jelek,jelek,jelek,jelek,jelek,['jelek'],['jelek'],['jelek'],['jelek'],jelek
54,1,0,Sering error,sering error,sering error,sering error,sering error,"['sering', 'error']",['eror'],['error'],['eror'],eror
55,1,0,Layar video hitam... Bayar mahal,layar video hitam... bayar mahal,layar video hitam    bayar mahal,layar video hitam    bayar mahal,layar video hitam bayar mahal,"['layar', 'video', 'hitam', 'bayar', 'mahal']","['layar', 'hitam', 'mahal']","['layar', 'hitam', 'mahal']","['layar', 'hitam', 'mahal']",layar hitam mahal
56,1,0,"Kecewa sekali nonton bola lag parah, makin di updete bukannya malah bagus ini malah tambah mengecewakan","kecewa sekali nonton bola lag parah, makin di updete bukannya malah bagus ini malah tambah mengecewakan",kecewa sekali nonton bola lag parah  makin di updete bukannya malah bagus ini malah tambah mengecewakan,kecewa sekali nonton bola lag parah  makin di updete bukannya malah bagus ini malah tambah mengecewakan,kecewa sekali nonton bola lag parah  makin di updete bukannya malah bagus ini malah tambah mengecewakan,"['kecewa', 'sekali', 'nonton', 'bola', 'lag', 'parah', 'makin', 'di', 'updete', 'bukannya', 'malah', 'bagus', 'ini', 'malah', 'tambah', 'mengecewakan']","['kecewa', 'nonton', 'lambat', 'parah', 'perbarui', 'bagus', 'mengecewakan']","['kecewa', 'nonton', 'lag', 'parah', 'updete', 'bagus', 'mengecewakan']","['kecewa', 'nonton', 'lambat', 'parah', 'baru', 'bagus', 'kecewa']",kecewa nonton lambat parah baru bagus kecewa
57,1,0,Jelek amat,jelek amat,jelek amat,jelek amat,jelek amat,"['jelek', 'amat']",['jelek'],['jelek'],['jelek'],jelek
58,1,0,Sebelum diperbarui bagus-bagus aja setelah di perbarui jadi jelek banget apps-nya,sebelum diperbarui bagus-bagus aja setelah di perbarui jadi jelek banget apps-nya,sebelum diperbarui bagus bagus aja setelah di perbarui jadi jelek banget apps nya,sebelum diperbarui bagus bagus aja setelah di perbarui jadi jelek banget apps nya,sebelum diperbarui bagus bagus aja setelah di perbarui jadi jelek banget apps nya,"['sebelum', 'diperbarui', 'bagus', 'bagus', 'aja', 'setelah', 'di', 'perbarui', 'jadi', 'jelek', 'banget', 'apps', 'nya']","['diperbarui', 'bagus', 'bagus', 'perbarui', 'jelek', 'aplikasi']","['diperbarui', 'bagus', 'bagus', 'perbarui', 'jelek', 'apps']","['baru', 'bagus', 'bagus', 'baru', 'jelek', 'aplikasi']",baru bagus bagus baru jelek aplikasi
59,1,0,Aplikasi kambing not rekomended,aplikasi kambing not rekomended,aplikasi kambing not rekomended,aplikasi kambing not rekomended,aplikasi kambing not rekomended,"['aplikasi', 'kambing', 'not', 'rekomended']","['aplikasi', 'kambing', 'direkomendasikan']","['aplikasi', 'kambing', 'rekomended']","['aplikasi', 'kambing', 'rekomendasi']",aplikasi kambing rekomendasi
60,1,0,"Paket habis, giliran mau perpanjang mabual pilih paket ndak bisa bayar error mulu ket sudah langganan tapi di klik terus gak bisa2 apk jelek","paket habis, giliran mau perpanjang mabual pilih paket ndak bisa bayar error mulu ket sudah langganan tapi di klik terus gak bisa2 apk jelek",paket habis  giliran mau perpanjang mabual pilih paket ndak bisa bayar error mulu ket sudah langganan tapi di klik terus gak bisa  apk jelek,paket habis  giliran mau perpanjang mabual pilih paket ndak bisa bayar error mulu ket sudah langganan tapi di klik terus gak bisa  apk jelek,paket habis  giliran mau perpanjang mabual pilih paket ndak bisa bayar error mulu ket sudah langganan tapi di klik terus gak bisa  apk jelek,"['paket', 'habis', 'giliran', 'mau', 'perpanjang', 'mabual', 'pilih', 'paket', 'ndak', 'bisa', 'bayar', 'error', 'mulu', 'ket', 'sudah', 'langganan', 'tapi', 'di', 'klik', 'terus', 'gak', 'bisa', 'apk', 'jelek']","['habis', 'giliran', 'perpanjang', 'manual', 'pilih', 'tidak', 'eror', 'mulu', 'keterangan', 'langganan', 'tidak', 'aplikasi', 'jelek']","['habis', 'giliran', 'perpanjang', 'mabual', 'pilih', 'ndak', 'error', 'mulu', 'ket', 'langganan', 'gak', 'apk', 'jelek']","['habis', 'gilir', 'panjang', 'manual', 'pilih', 'tidak', 'eror', 'mulu', 'terang', 'langgan', 'tidak', 'aplikasi', 'jelek']",habis gilir panjang manual pilih tidak eror mulu terang langgan tidak aplikasi jelek
